codigo_nif,nombre,cluster_modelo_negocio,cluster_label,PC1,PC2,nofs_ventas,productividad_va_pax,inmovilizado_empleado,localidad
A46185484,KAMAX GALOL COATINGS SA.,2,C2,0.015081119891813835,-0.3842186308295637,0.22088506003045,63.6287861271676,20.26364161849711,L'OLLERIA
A03009263,CARTONAJES BAÑERES SA,2,C2,0.6681756755054159,-0.12452125995744535,0.258935046263747,81.03167790625,64.47748645833333,BANYERES DE MARIOLA
A46215661,ROCHLING INDUSTRIAL BOCAIRENT S.A.U.,2,C2,0.33070886725026477,0.021282630737449314,0.3294008155925,77.2775238666667,31.651516266666665,BOCAIRENT
B46579058,PLA ALBERT SL,3,C3,1.6182576865611904,-0.39786692302406407,0.194264483153683,132.079112857143,31.189872,ALBAIDA
B54596648,KARME NATURE SL.,2,C2,0.2565166764224519,0.4704444585990298,0.42253017888203,60.2880942592593,85.94487907407408,MURO DE ALCOY
A20098364,KERKOM 360 SAU,2,C2,-0.11309581175951507,-0.20251432156472282,0.268452287402049,56.1601846031746,30.08053206349206,ALBAIDA
A46089348,VILA HERMANOS CERERIA SA,2,C2,0.5859169830881267,0.06680615368224989,0.290179683284782,67.76043578125,99.58633765625,ATZENETA D'ALBAIDA
B03006350,RESRG AUTOMOTIVE IBI SL,2,C2,-0.01356935544748386,0.06272602281465048,0.322975574484536,52.9119612403101,61.03112403100776,IBI
B03403136,INDUSTRIAS FRANCISCO GUILLEM SL,2,C2,0.86111165912341,-0.08907197076661291,0.212331170292243,66.5396075675676,139.11457594594594,IBI
A46011888,GANDIA BLASCO SA,2,C2,0.0005947409901714759,-0.07205508915325905,0.288877413862343,55.0111798529412,53.13676470588236,ONTINYENT
A46168795,ARTESANIA COBAVIPLAST SA,3,C3,0.9894243154056093,-0.1355271305871728,0.224480319927643,83.3942127592593,102.64942148148148,L'OLLERIA
B53429106,HILEX TRANSFORMACIONES METALICAS SL,2,C2,-0.4697763319130286,0.003195854146025471,0.333848886620507,42.282953632287,28.20085004484305,IBI
B54749460,INDUSTRIAS PEYGRAN S.L.U.,3,C3,1.2875322899280761,0.321517308530601,0.372278689167868,106.758277349398,81.80655265060241,TIBI
B03907862,SEYCA PLASTIC PACKAGING SL.,2,C2,0.2937461371336638,-0.3578977501264599,0.196440724044769,63.7662709009009,60.32814954954955,IBI
B97054118,POLYPRES MEDITERRANEO SL,2,C2,0.32655999464666124,0.6258098679139723,0.489749955929445,73.8918655223881,56.340603880597016,ALFARRASI
B96623129,CERERIA MOLLA 1899 SL.,3,C3,2.7446010733146253,-0.11745440364420955,0.282566325681764,191.376199522727,10.1092125,ALBAIDA
B41991647,MULTISCAN TECHNOLOGIES SL,1,C1,0.5463214042646629,1.579479026064724,0.792081427308311,100.475898780488,25.933479390243903,COCENTAINA
A46052536,GONZALO FERRI SA,2,C2,0.3774646005353338,0.5682357795549864,0.492100823463525,84.1343597608696,29.604039130434785,ONTINYENT
B03442415,REGICARP SL,2,C2,0.48976513866502047,-0.5402583156406318,0.115222211530516,60.3739149367089,94.81294784810127,COCENTAINA
B53139564,TEXTILES FERRE SANZ SL,2,C2,0.7110214008643359,0.37767457114173075,0.381905397924507,76.1422161904762,98.22933690476191,BANYERES DE MARIOLA
B54114871,COOVER IBI SL.,2,C2,0.24482861979160325,-0.13082589572554343,0.268495555803981,65.1920605714286,54.22953642857143,IBI
B46162400,GAVIPLAS SL,3,C3,1.1016367463487544,0.2114975592956409,0.286364425635928,74.2669764285714,156.11053416666667,ALFARRASI
A03027919,FRANCISCO JOVER SA,1,C1,-0.2196534461011504,0.7933979056460829,0.554654022878641,55.0520692407407,42.242606296296294,COCENTAINA
B96330725,ENTIDAD MAYA SL,2,C2,0.00441883197984063,-0.006697958676854764,0.334686076916417,66.9051079310345,17.348575689655174,ONTINYENT
B98699572,CLUSTAG SOCIEDAD LIMITADA.,3,C3,1.4206259573479294,0.09729198831435355,0.326963649593197,120.417563902439,51.94589241463415,ONTINYENT
B54884820,JMOLTO LT SL.,2,C2,0.28651576683375823,-0.4341274616811024,0.18310143870413,66.7277052136752,48.02882017094017,COCENTAINA
B53285490,ENVASES METALICOS EUROBOX SL,3,C3,1.887168547490401,0.1960906538156063,0.372051459245706,150.621428914894,24.81740978723404,BENASAU
B46889408,PLAST-TEXTIL SL,2,C2,-0.4606120735717606,0.6092470506278334,0.500077381259833,41.8554155434783,45.40470684782609,ATZENETA D'ALBAIDA
B53068334,FDJ NINCO SLU,3,C3,0.9424395581296574,0.3581153817164027,0.323923598197221,65.1747893023256,165.82168790697676,IBI
B54982723,IBIDE FITTING PLASTIC SL.,3,C3,1.7960639959048037,-0.2079484729768572,0.225051734498233,131.451401777778,63.184174666666664,IBI
A03218112,INDUSTRIAS CLIMBER SA,3,C3,1.3121147854908224,-0.4576403874234785,0.146185163635437,103.837469607843,75.95109117647058,IBI
B53264826,DICARCONO SL,2,C2,0.24643190944831067,-0.6769327477991901,0.107531280178561,61.3267068539326,53.68361168539326,IBI
B97700207,CAMPOS MONTAVERNER SL,2,C2,-0.3232026812762224,-0.246472195746131,0.261120015543676,47.9860123913043,25.012972826086955,ONTINYENT
B53020418,MAPELOR SL,2,C2,0.3632501721835165,0.3512166980409025,0.402681787316832,71.1011308450704,63.90004816901408,BENIARRES
B03384070,CCL LABEL SPAIN S.L.U.,3,C3,1.442186946543552,0.5705227676080616,0.337411159626843,70.2676953246753,226.18886896103896,IBI
B96563119,MOIXENT INDUSTRIAL PLASTIC SL,2,C2,0.8922760923068412,-0.42483867947817683,0.161726038447771,86.1036407317073,73.17897219512196,L'OLLERIA
B03561099,NONWOVENS IBERICA SL,2,C2,0.7038094077410894,0.33520890509857654,0.349764650450795,67.1778507317073,124.7459943902439,MURO DE ALCOY
A03003324,INDUSTRIAL JUGUETERA SOCIEDAD ANONIMA,3,C3,0.995301579061171,1.1398795030366802,0.556470004270694,74.2940105479452,163.06801493150684,IBI
A96345004,BREVIA SA,3,C3,2.0305947763930647,0.35461687451168095,0.287955227961798,103.381338813953,199.6792753488372,MONTAVERNER
B53110730,HILADOS BENISAIDO SL,2,C2,-0.3516279257472457,0.1643541164777208,0.364744700411327,42.1748082089552,49.314031940298506,MURO DE ALCOY
B46287132,PLASTICOS VIDAL SL,3,C3,1.2404344115217338,1.1530966030470042,0.469892687912653,48.0386743953488,282.1263562790698,L'OLLERIA
B53160099,VICEDO-MARTI SL,2,C2,0.2948728881730125,-0.4492497007117962,0.168324476932778,62.6576578777778,61.831993888888896,IBI
B97793665,ENVASES SANZ BELDA SL,2,C2,0.26863450761654584,-0.2679600948752843,0.253115992472736,75.9607124193548,20.03149677419355,AIELO DE MALFERIT
B42655779,LEMOINE SPAIN COTTON INDUSTRY SL.,2,C2,-0.7570050156722123,-0.7883948465255468,0.112125893907719,27.4805942105263,15.296000701754386,COCENTAINA
A03061314,PEREZ CERDA SA,2,C2,-0.28349945563796963,-0.07092635105497468,0.294244997312412,43.3081278461539,49.80946353846154,CASTALLA
A03197308,MINILAND SA,1,C1,-0.4625646655316721,0.93850999669289,0.608350232608867,48.8883050684932,30.607815205479454,ONIL
B46089504,CANDIDO PENALBA SL,2,C2,0.23294500517829136,-0.6195024783965151,0.15647787088194,74.6370711111111,10.714758888888888,ALBAIDA
A46572467,"WINTEX, SOCIEDAD ANONIMA",1,C1,-0.6820956671411675,2.832484385208869,1.1498505452943,44.7801103493976,57.697129397590366,ALBAIDA
B03051927,JOSE ALBERO PUERTO SL,3,C3,1.8200314174766574,-0.10180470432666301,0.20278345328894,110.717735518519,135.23008814814816,BANYERES DE MARIOLA
A46251401,PLASTICOS BIOSCA SA,2,C2,-0.04533902192305003,-0.4858361895920509,0.176507169832016,53.8448285454545,40.36085072727273,ALFARRASI
A46247748,PENALBA SOLER SA,2,C2,-0.10054531942319218,-0.14875029815166568,0.3002738547602,63.92158,8.432086818181817,ALBAIDA
A03195260,ONDULADOS DEL PAPEL SA,3,C3,4.085331626149295,0.11508057697229027,0.181831385650273,186.732558125,222.314786875,BANYERES DE MARIOLA
B03164050,OBLEAS QUINTIN SL,2,C2,0.49387320363628584,-0.5783725579059721,0.129420607590402,71.0637356060606,60.42176378787879,IBI
B53168365,GREAT PLASTIC SL,2,C2,-0.038333762861584866,-0.06832011089838062,0.320991640116507,66.2684736842105,11.782859649122807,CASTALLA
A03008836,HILATURAS FERRE SA,1,C1,-0.4530118864960717,1.0493798358301119,0.546356323551515,10.082039597142858,158.2963983561644,BANYERES DE MARIOLA
B96238720,TEXTIL CASA MODA SOCIEDAD LIMITADA,2,C2,-0.8098060302089262,0.20646188133912058,0.408847108547962,33.5684066,12.193093384615384,AGULLENT
A46122909,MOPATEX SA,2,C2,-0.005168452532742493,0.4958249388070493,0.445329646485915,54.2048476923077,68.49673051282052,ONTINYENT
A46096566,"PIEL, SA",1,C1,0.06768281491054635,1.3503734433849097,0.652141702988553,44.8504698275862,129.21783396551723,AGULLENT
B98704521,SAMARPLAST PLASTICS SOCIEDAD LIMITADA.,2,C2,0.8868444975428634,-0.1437711070514156,0.190761688896615,65.0928823529412,146.09529411764706,L'OLLERIA
B03867058,MORA FERRE E HIJOS SL,1,C1,0.008284696629433791,0.9571607415613173,0.61348535912248,71.811567,25.37503033333333,BANYERES DE MARIOLA
B46283941,RAFSOL SL,2,C2,0.4086663118324181,-0.6260744792609096,0.151369603788474,81.8092652941176,12.843940588235295,AGULLENT
B96490313,HILATURAS MAR SL,2,C2,-0.2371567944186207,-0.21941837460293306,0.231613009183266,36.5091998924731,74.54617129032258,BANYERES DE MARIOLA
B46661005,CREACIONES EUROMODA SL,1,C1,-0.5618968426753402,0.9927249192635798,0.622113504570708,43.5017038571429,34.86055489795918,BOCAIRENT
B97062731,NV EVOLUTIA SL.,3,C3,1.9208175805942862,-0.21180365572264948,0.166163928329308,113.057499,139.557288,ONTINYENT
B03016821,MANUFACTURAS ALHAMBRA S.L.,1,C1,-0.5527143399153428,3.138572874658464,1.23229188679241,50.0022847959184,66.906165,MURO DE ALCOY
B46182002,REBOCA SL,1,C1,0.6401263271644013,0.8292409004872974,0.517619528191331,77.0557726190476,96.00078880952381,L'OLLERIA
B98669609,BERVIBOX SOCIEDAD LIMITADA.,2,C2,0.6408345242434793,-0.23644689616429382,0.197491253817504,66.8475405660377,103.08254226415094,ONTINYENT
B53083762,COLORPRINT FASHION SL,2,C2,-0.4702237722114424,0.1998232188864189,0.393938160281654,44.5841124175824,25.517923846153845,MURO DE ALCOY
A46013702,MANUEL REVERT Y CIA SA,1,C1,-0.5164205696231414,1.1580209095050813,0.675409656685614,48.84775375,28.29411725,AGULLENT
B53005906,CREACION Y DISEÑO IBENSE SL,3,C3,1.455515914871446,-0.3543850669430202,0.0626704671182099,63.3387304347826,228.00162173913043,IBI
B53078978,RIBETES Y CORDONES MARTI S.L.,1,C1,1.231217321405506,1.7846513276603402,0.802893056684942,114.307812857143,84.7698438095238,BANYERES DE MARIOLA
A46023446,MANTEROL SA,3,C3,3.775135268700007,0.4612082456353674,0.445048751161283,242.34793082162167,9.001061851851851,ONTINYENT
A03017308,"MOLTO Y COMPAÑIA, SOCIEDAD ANONIMA",1,C1,-0.267058537213721,2.564164312556545,1.03460732867978,47.7610747727273,101.1484825,IBI
B53040804,COLORTEC QUIMICA SL,3,C3,2.4658490431989746,0.42268602494252383,0.345836747991116,141.087805,143.42880825,IBI
B02757631,SCRIMTECH FABRICS SOCIEDAD LIMITADA.,3,C3,0.9763422501482888,0.5001897927429504,0.437449812490338,98.180060952381,68.90111523809524,AGULLENT
B96997432,CASA MEDITERRANEA 1967 SL,1,C1,-0.42166865231604744,1.8708502965761376,0.867356428079337,50.9257775757576,52.31948727272727,ONTINYENT
B03434198,PLASTICOS INDEN SL,2,C2,0.6913615751288882,0.04009888776933432,0.296397656886751,78.6691779387755,79.27030224489796,IBI
B03025806,TEX-DELTA SL,3,C3,2.150714074086342,0.7253106925977131,0.420553206717314,121.78857,167.0952961111111,COCENTAINA
B03058757,JUGUETES PICO SL,2,C2,0.6695900713751761,0.12480145058227778,0.263701175408706,53.8130932692308,157.39468211538463,IBI
B46203550,PINTURAS AYELENSES SL,2,C2,-0.37641128864747414,-0.05409768374331665,0.312671057502221,44.6022862745098,32.79496039215686,ONTINYENT
B53171724,HERBES DEL MOLI SL.,1,C1,0.29473953545281906,0.7979849462789101,0.507458395442742,59.5998252777778,101.45998083333333,BENIMARFULL
B03718905,MANIPULADOS VAZQUEZ SL,2,C2,-0.018167325604493106,-0.31899327272505495,0.184879722098239,39.1022562631579,95.22873315789474,BANYERES DE MARIOLA
A03078862,COMERSAN SA,1,C1,-0.7096756078563976,1.1276607884045466,0.647150285025057,31.0385626966292,56.6675815730337,COCENTAINA
B03120318,PEREZ LINARES SL,2,C2,0.8849614575155617,-0.09457439035725441,0.25346143012076,85.7577219047619,81.15287714285715,CASTALLA
B54710835,PROTEKU EUROPA SL.,3,C3,1.7655289874816273,0.2035199012353303,0.34608863126001,132.83204236,64.2805624,TIBI
B03093713,ROTATEX SL,2,C2,-0.2602843614209766,0.08983964555685792,0.349197372377345,48.8029935714286,39.47504339285714,COCENTAINA
B03308681,BRILDOR SL,2,C2,-0.8637610653459129,0.13924129420907494,0.396630952360637,33.669683375,2.538805357142857,BENIMARFULL
B46307872,VAELLO CAMPOS SL,2,C2,0.892053857415256,0.061741687545191264,0.291474633387241,83.8201687804878,92.08975731707316,AIELO DE MALFERIT
A46162665,INDUSTRIAL PLAST SA,2,C2,0.08242544848022323,-0.22541185558173632,0.219160603947866,47.5143696,85.0584296,L'OLLERIA
B03933835,COMPAÑIA LEVANTINA DE REDUCTORES SL,1,C1,-0.13326387654649302,1.0214136690494497,0.612921237522094,57.1237590727273,53.46816890909091,IBI
A03266095,EMBALAJES ALBERO SA,3,C3,2.65276246187175,1.1876730640206483,0.510782068783888,130.096876923077,223.53793115384616,BANYERES DE MARIOLA
B96362835,TEIXITS J FRANCES SL,3,C3,1.8289284211078674,0.48474123311516965,0.341024215053246,100.723348571429,182.41466999999997,ONTINYENT
A97033351,SPUNLACE SA,2,C2,0.43178601819306106,-0.05880100061919914,0.245541308463479,56.1199013157895,111.61652263157895,MONTAVERNER
A46969754,PALETS RIBELLES SA,2,C2,0.5691544659204805,0.08684632411567625,0.285236932016971,62.4960814814815,114.44429111111111,LLUTXENT
A03146081,FERNANDO CERDA BLANES E HIJOS SA,3,C3,1.1036020282043986,0.6219850175084105,0.430446236097829,87.1007460714286,125.33596642857142,BANYERES DE MARIOLA
B53525184,ADVANCED PET S.L.,3,C3,1.7514202245331973,0.1569179388180319,0.273979445324511,107.100270952381,143.14382523809522,IBI
B03463452,JUYPAL HOGAR SL,2,C2,0.13527380095211813,0.1891952551827667,0.321147231584792,44.5254448387097,112.08507903225807,IBI
B98574056,BLUEBAGS & ACCESORIES SOCIEDAD LIMITADA.,2,C2,-0.16552571601734228,0.12379253567956532,0.352230358480687,50.7130834782609,47.76033304347826,ONTINYENT
A03057577,INDUSTRIAS PLASTICAS BAÑERES SA,2,C2,0.02822534810197131,-0.29870971839888716,0.199699986136701,45.2516354545455,82.7567496969697,BANYERES DE MARIOLA
B98376916,AVAN EUROPE SOCIEDAD LIMITADA.,3,C3,1.2418194993593807,0.05743035482467451,0.261360642990798,88.6226304,126.7271308,L'OLLERIA
B03311933,SATIS COATING SL.,2,C2,-0.21916996085175788,0.06101188883966423,0.345662096743023,52.69823978,32.2536166,CASTALLA
B03160520,CREACIONES JOVIAR SL,2,C2,0.05104385726976521,-0.4915972608450019,0.171103012052052,56.9307444736842,44.17939078947368,IBI
B54363361,PRODESCOM-ROTOMOLDEO SL,2,C2,-0.0021239008536585446,-0.3853617687906446,0.221680662873371,63.261599787234,18.9446385106383,ONIL
B97328173,NEW MOP SL,2,C2,-0.42317675042346525,-0.3184830845807096,0.244477597264294,44.53456478,19.980842,ONTINYENT
B98237993,CRISTALERIA JUANCAR SL.,3,C3,5.525683609733241,-0.2879507383946534,0.035503768664465,242.34793082162167,241.50948333333335,BOCAIRENT
B97181978,DON ALMOHADON SL,2,C2,-0.6009719454859914,-0.712088580284854,0.136945202950261,36.6196679545455,10.327358181818182,AIELO DE MALFERIT
B03940525,INYECTADOS IBI SL,2,C2,0.5438777289930096,-0.3391249039670735,0.154844294444507,56.140652975,120.86773175,IBI
B03506102,TERMOFORMADOS BANYERES SL.,2,C2,0.615159318410396,-0.039481058426424576,0.277285102553139,76.2201095454545,74.26371454545455,BANYERES DE MARIOLA
A03030707,PASCUAL Y BERNABEU SA,2,C2,-0.2574718159180675,-0.3219662185229291,0.221263501015612,43.1919603030303,47.88497636363637,COCENTAINA
A46225678,CAÑETE SA,1,C1,-0.7741987243713758,0.6255559995112769,0.525581391604721,35.4543032,21.3259018,ONTINYENT
B97162093,ACAPERSA 1997 SL,2,C2,0.5779003957917814,-0.39937911640756935,0.191504706545882,80.3978830612245,46.99077612244898,AGULLENT
A03003647,GONHER SA,3,C3,1.5399804099148158,-0.053683123206975436,0.258764245369256,115.111418518519,82.31260555555555,IBI
B03663994,MUÑECAS ANTONIO JUAN SL,2,C2,0.08468688186653604,0.11440304734220327,0.343587207690731,60.3497675,52.62665833333333,ONIL
B53092219,AMBIENTES AMA HOGAR SL,1,C1,0.052373088811195706,1.1343542434074223,0.671630738436974,77.7441284444444,17.02622688888889,BANYERES DE MARIOLA
B03076346,POHUER CREATIVE INJECTION SL.,2,C2,0.024511808225283385,-0.309254423714968,0.216379681634384,53.3701524489796,56.10138448979591,IBI
B46821997,VEREMUNDO SILVESTRE JORDA SL,2,C2,-0.2879306012429835,0.180953981399177,0.390764580454221,54.3408082758621,20.056571379310345,ALBAIDA
B53807772,FERRE & FERRE ETIQUETES SL,2,C2,-0.07780587016454492,-0.24367034017931294,0.252557623884453,55.9892878571429,34.687712857142856,BANYERES DE MARIOLA
A46228649,OLIVES GARCIA SA,2,C2,-0.7944804109100573,-0.07280912340663039,0.319599987553135,29.3642282352941,21.08774058823529,BENIGANIM
B96921069,CIEVA SL,2,C2,-0.1349770845082619,-0.10735897673918864,0.295905035174766,55.5296610833333,31.24039722222222,ATZENETA D'ALBAIDA
A03160736,QIUB PACKAGING SA.,2,C2,0.39013783071204144,-0.1570089572213098,0.249693733178673,67.3913814634146,67.38417414634146,ONIL
B97532568,OPTRON INGENIERIA SL,2,C2,-0.25049629228401216,0.41717319262524205,0.428670416623568,44.4445547727273,62.6124175,L'OLLERIA
B02731685,MT PLASTICS QUALITY FILM SL,2,C2,-0.05646391385880446,-0.700110220065103,0.101274743477583,46.6442881818182,56.577740454545456,MONTAVERNER
B53941217,SUMINISTROS Y MANIPULADOS TECNICOS SL,2,C2,0.37879081043979407,-0.14395948064508662,0.275841427266498,76.3722928,37.4540948,CASTALLA
B96218110,CATOTEX SL,2,C2,-0.40874296952346406,0.2180114984349465,0.410120777699411,52.291573125,10.18939875,ONTINYENT
A46109021,TALLERES CONSTRUCCIONES MECANICAS SA,2,C2,-0.5369556161076734,-0.2000301982097656,0.291820153376583,45.1068441666667,4.717536666666667,ONTINYENT
B03286192,CARTONAJES TORRALBA SL,2,C2,-0.24137076231277987,0.041906640535049264,0.347989384052615,54.8471855,21.77102925,IBI
B53103891,LARTEC-J SL,3,C3,1.8216548895087956,-0.09423672828200792,0.167066612720807,94.7893618604651,186.40264976744186,BANYERES DE MARIOLA
B96998349,ABONOS ORGANICOS MONTAGUD SL,3,C3,2.7331688889984926,0.9582345810517855,0.314703911500995,77.9878866296296,395.59703888888885,LLUTXENT
B03250735,DEFORMAC SL,2,C2,0.1082734691375277,0.128377331349194,0.31326456241366,47.0217643043478,98.80872869565216,BANYERES DE MARIOLA
B98596885,MEDITERRANEA LIFESTYLE SOCIEDAD LIMITADA.,2,C2,-0.6257632766625375,-0.0008678336286744789,0.327690379308555,32.5534874666667,36.78952133333333,L'OLLERIA
B03821881,MUEBLES ORTS SL,2,C2,-0.40484917874603976,0.015731101466483696,0.320093548890221,38.1508717678571,50.95888125,CASTALLA
B03048881,M CASTELLO JOVER SL,2,C2,-0.2129889374423572,-0.6013837414708523,0.16196748600423,53.1031507692308,15.966610000000001,MURO DE ALCOY
B54398839,PROTEC TEXTIL 1980 SL,2,C2,0.3937359232070988,0.2746925241139832,0.350614239465257,59.5422686956522,103.26182869565217,BOCAIRENT
B03116076,CARLOS VALERO SL,2,C2,0.4815246362248768,-0.14220329838105156,0.281661475844555,83.6349893939394,29.051444242424243,IBI
A53560660,ALBERTO FERRE SA,2,C2,-0.46234241588122593,0.6224774565573568,0.500207823454013,40.2712438461538,50.522598076923074,BANYERES DE MARIOLA
B67770990,DIBER SOLUCION INTEGRAL SL.,2,C2,0.16129125453079607,-0.15415602138691759,0.277466987540305,67.6612823333333,33.848958,IBI
B03012903,HILATURAS SANCHIS SL,2,C2,-0.5213956296183502,0.07796803460496954,0.348898655453794,37.3494174418605,38.329466511627906,COCENTAINA
B53182622,SARABIA TOLMOS SL,2,C2,0.23634350841531054,-0.09302875108228266,0.279418059097697,64.9592247368421,54.66365105263157,IBI
B53601811,DILEOFFICE SL,2,C2,-0.22975589385367362,-0.3059206827810269,0.212260232252917,38.8456094117647,66.08576852941177,CASTALLA
B53696647,INYECTADOS PLASTICMAN SL,2,C2,0.1925168195337565,-0.10353598441710131,0.247712931553413,50.6388869047619,93.7755,IBI
A98628977,SALUSTAR LABORATORIOS SA.,2,C2,0.419311970044557,-0.5107281863648135,0.130647590109409,59.9993503448276,86.63407310344827,MONTAVERNER
B53613634,COALCAFE SL,2,C2,-0.17986660124161946,-0.2694468258772073,0.234134727347673,46.24824625,50.5085025,COCENTAINA
B96120159,ROCHELTEX SL,3,C3,1.5617053978634532,-0.012592566984381909,0.228950213344764,98.7208018181818,138.63804272727273,AIELO DE MALFERIT
B03314119,RAFAEL CATALA JOVER SL,2,C2,0.29198936784959095,-0.1689523252987402,0.23327296620274,57.0624933333333,85.96967166666667,COCENTAINA
B46449948,SOLER GIMENO SL,2,C2,-0.8642624533021205,-0.8663437106404636,0.0617223170674054,10.082039597142858,53.524539047619044,ATZENETA D'ALBAIDA
B46131371,CERAMICAS ALONSO SL,3,C3,2.8478815696422615,1.5917879524518455,0.474823516850025,76.8848645454545,430.71476606060605,CASTELLO DE RUGAT
B46658589,EYSA CONFECCION SL,2,C2,-0.3676098242309564,-0.3463786525102091,0.238174202092484,47.8527662068965,16.68850620689655,ALBAIDA
B13737648,RIBER SOLUCIONES TECNICAS SL.,2,C2,-0.05692749178154696,-0.3531802923945252,0.23659305407684,63.120785,12.323593846153845,IBI
B53220125,HIDRAULICAS LA FOIA SL,2,C2,0.2506881817447814,-1.0400468991468423,0.00411132282806921,60.4389589310345,48.41584896551724,CASTALLA
B88537147,RECOVER TEXTILE SYSTEMS SL,1,C1,-1.9678745543031368,5.3351132221997055,1.9108370290891594,10.082039597142858,44.300107380952376,BANYERES DE MARIOLA
