id,nombre,codigo_nif,localidad,codigo_primario_cnae_2009,sector,actividad,literal_codigo_cnae_2009_primario,fecha_constitucion,año,antiguedad,segmentacion_de_antiguedad,nombre_marca,marca_sn,nombre_auditor,auditor_sn,no_of_companies_in_corporate_group,grupos_corporativos,numero_de_participadas,participadas,remuneracion_consejo,consejo,importador_exportador,importacion_percent,importacion_euros,exportacion_percent,exportacion_euros,total_activo,fondos_propios,gastos_de_personal,coste_por_persona,personal_porcentaje,rendimiento,ebitda,inmovilizado,ingresos_de_explotacion,ingresos_de_explotacion_mil_eur_ano_1,ingresos_de_explotacion_mil_eur_ano_2,numero_empleados,valor_agregado,segmentacion_tamano_1,segmentacion_tamano_2,crecimiento,crece,capitalizacion,rotacion_de_activos,inmovilizado_tactivo,va_porcentaje,productividad_va_pax,productividad_ventas_pax,ultimo_ano_disponible,ult_año_disp,materiales,resultado_explotacion,resultado_del_ejercicio,deudores,deudores_sin_iva,existencias,acreedores_comerciales,acreedores_comerciales_sin_iva,deudas_financieras,dotaciones_para_amortiz_de_inmovil,cash_flow,fondo_de_maniobra,margen,coste,rotacion_stocks,competitividad,nofs_ventas,segmentacion_tamano_2_grp,segmentacion_tamano_1_grp,localidad_grp,sector_grp,inmovilizado_empleado,ebitda_porc,clientes_proveedores_sin_iva
520,FRANDA-05 S.L.,B54038922,CASTALLA,1520,Textil,Industria,Fabricación de calzado,2005-08-08,2005,20,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,712.88313,372.97584,479.36452,34.2403228571429,0.450391518227531,0.311818572561817,222.2902,429.97377,1064.32848,995.18572,769.98409,14,701.734779,De 1 a 5M€,De 1 - 5M€,0.0694772429009531,Crece,0.523193528229515,1.49299153705601,0.603147629542026,0.65932162127241,50.1239127857143,76.0234628571428,2024-12-31,2024,208.45542,180.05848,136.97332,122.10586,100.913933884298,31.9586,69.43365,57.3831818181818,9.15488,42.23172,179.20504,84.63081,0.195856283015183,0.804143716984817,6.52267058006296,1.27750601514362,0.0709267425279419,De 1 - 5M€,De 1 a 5M€,,Textil,30.712412142857143,0.20885488284594247,1.758597740432782
521,HERRAJES Y ACCESORIOS PARA MUEBLES MALLE SL,B03233822,IBI,2572,Metal,Industria,Fabricación de cerraduras y herrajes,1986-06-11,1986,39,Entre 25 y 50 años,EGOKI,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,13.0,106.38597437,0.0,0.0,1144.57272,813.46905,210.53647,35.0894116666667,0.199199353717355,0.0346217407662835,39.6271,199.27118,1056.913419,1065.99174,929.37001,6,238.55977,De 1 a 5M€,De 1 - 5M€,-0.00851631458232494,Se mantiene,0.710718537831305,0.923413078550396,0.174100934364398,0.225713635300149,39.7599616666667,176.1522365,2022-12-31,2022,645.29805,35.03215,17.15719,193.55371,159.961743801653,373.6053,240.24068,198.546016528926,0.0,4.59495,21.75214,326.91833,0.610549585613692,0.389450414386308,1.72721867168373,1.05455264426073,0.316980578777879,De 1 - 5M€,De 1 a 5M€,,Metal,33.21186333333333,0.03749323197873032,0.8056658431036732
522,INDUFLEC SL,B46193124,ONTINYENT,1413,Textil,Industria,Confección de otras prendas de vestir exteriores,1982-09-20,1982,43,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,882.69131,513.1936,439.858,25.874,0.4164170162596,0.0245874970718812,21.70317,448.4893,1056.292089,926.385289,1176.89235,17,461.56117,De 1 a 5M€,De 1 - 5M€,0.14022977430938,Crece,0.581396456706932,1.19667212878758,0.508093027448067,0.436963577410642,27.1506570588235,62.1348287647059,2024-12-31,2024,370.81021,21.70317,8.77472,196.58719,162.468752066116,146.56328,133.75547,110.541710743802,122.19836,,,209.394999,0.351048932261766,0.648951067738234,2.53003487640288,0.888166041946258,0.187912342986708,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Textil,26.381723529411765,0.02054656115104162,1.4697506576740356
523,RYSE ENERGIA SL.,B87322822,CASTALLA,2732,Construcción,Industria,Fabricación de otros hilos y cables electrónicos y eléctricos,2015-06-25,2015,10,Mayor de 50 años,Sin marca,No,RSM Spain Auditores S.L.P.,Sí,6.0,Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,1490.78565,-1025.71454,302.06406,33.5626733333333,0.286102948698034,-0.39113168281436,-583.0935,355.97648,1055.788,793.92097,525.78153,9,-281.02944,De 1 a 5M€,De 1 - 5M€,0.329840172882699,Crece,-0.688036231097341,0.708209124497543,0.238784482531073,-0.266179801247978,-31.2254933333333,117.309777777778,2023-12-31,2023,980.94698,-615.49887,-686.34005,745.70147,616.28220661157,332.46019,338.89781,280.080834710744,49.96736,32.40537,-653.93468,739.263849,0.929113590986069,0.07088640901393095,2.95056975092266,2.74141445673462,0.63332938231996,De 1 - 5M€,De 1 a 5M€,,Otros,39.55294222222222,-0.5522827499460118,2.2003726433050694
524,CARPINTERIA METALICA CREFER SL,B53052957,IBI,2512,Metal,Industria,Fabricación de carpintería metálica,1995-09-01,1995,30,Entre 25 y 50 años,"CARPINTERIA METALICA GREFER, S.L.",Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,538.97845,328.78554,235.89819,39.316365,0.224586115269599,0.0676932816145061,36.48522,129.64718,1050.36854,1153.30374,706.50336,6,277.43526,De 1 a 5M€,De 1 - 5M€,-0.0892524635357552,Decrece,0.610016114744476,1.94881361212123,0.240542418718225,0.2641313495547,46.23921,175.061423333333,2024-12-31,2024,692.85567,26.05951,21.72569,165.22512,136.549685950413,206.00257,69.9644,57.8218181818182,63.72268,10.42571,32.151399,301.26329,0.659631018651796,0.34036898134820404,3.36333507878081,2.21856014408351,0.271076700153829,De 1 - 5M€,De 1 a 5M€,,Metal,21.60786333333333,0.03473563669376465,2.3615598790241847
525,MONTSERRAT 1958 SL.,B42582627,BANYERES DE MARIOLA,1320,Textil,Industria,Fabricación de tejidos textiles,2018-06-05,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,483.71478,42.02942,74.50722,18.626805,0.0712217540745817,0.0759039862292403,36.71588,9.26438,1046.13009,1488.40682,1572.84389,4,113.694269,De 1 a 5M€,De 1 - 5M€,-0.297147744861852,Decrece,0.086888848010805,2.16270027969788,0.0191525675523084,0.108680813301145,28.42356725,261.5325225,2024-12-31,2024,795.26591,35.96937,10.51171,152.62905,126.139710743802,267.60209,205.00663,169.426966942149,152.77089,0.74651,11.25822,215.22451,0.760197911905966,0.23980208809403403,2.9718224921188,2.2591732530639,0.214423460280789,De 1 - 5M€,De 1 a 5M€,L'Alcoià,Textil,2.316095,0.035096858747271094,0.7445078727453849
526,SANCLIM SEL-LECCIO SL.,B40506263,BENICOLET,1043,Alimentación,Industria,Fabricación de aceite de oliva,2018-06-11,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,243.64926,17.47557,160.18099,22.8829985714286,0.153638926219596,0.0669986438702913,16.32417,24.0,1042.58077,206.88974,2.482,7,176.50516,De 1 a 5M€,De 1 - 5M€,4.03930629909439,Crece,0.0717242892508682,4.27902292828634,0.0985022486832096,0.169296389381899,25.2150228571429,148.94011,2023-12-31,2023,775.08446,10.32417,7.50876,149.30967,123.396421487603,45.25,182.75706,151.038892561983,5.08501,6.0,13.50876,11.80261,0.743428693778804,0.25657130622119595,17.1289383425414,12.7341442578133,0.0168884075289628,De 1 - 5M€,De 1 a 5M€,,Alimentación,3.4285714285714284,0.015657463162302522,0.8169844163612617
527,EL TEMPLO DEL DESCANSO SOCIEDAD LIMITADA.,B40572844,ONTINYENT,3103,Mueble,Industria,Fabricación de colchones,2019-04-01,2019,6,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,0.0,0.0,414.40175,83.10635,160.28877,32.057754,0.153907572728367,0.225734109472269,93.54461,93.13273,1041.46123,671.22049,593.51303,5,254.08322,De 1 a 5M€,De 1 - 5M€,0.551593322188361,Crece,0.200545364492307,2.51316803078172,0.224740194750625,0.243968006375043,50.816644,208.292246,2024-12-31,2024,578.31962,78.25323,59.06145,258.06999,213.280983471074,29.10671,162.41237,134.225099173554,0.0,15.29138,74.35283,124.76433,0.55529635030197,0.44470364969803,19.8689449958446,11.0331526405431,0.103856573035869,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Otros,18.626545999999998,0.08982053993502957,1.5889798911252817
528,SEMPERE Y SANZ SL,B46131579,BENIGANIM,1320,Textil,Industria,Fabricación de tejidos textiles,1979-01-19,1979,46,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,708.18897,328.55173,373.61675,33.9651590909091,0.361754298394373,0.0126488696936356,8.95779,111.89738,1032.79146,1047.18151,1069.963909,11,382.57454,De 1 a 5M€,De 1 - 5M€,-0.0137416960312831,Se mantiene,0.463932289145932,1.45835575496184,0.158004974293796,0.370427675689727,34.7795036363636,93.8901327272727,2024-12-31,2024,578.76229,3.35467,2.40428,378.8563,313.104380165289,151.82,267.82577,221.343611570248,0.91144,5.60312,8.0074,262.85053,0.560386401723345,0.439613598276655,3.8121610459755,2.13628321134411,0.235847001092594,De 1 - 5M€,De 1 a 5M€,,Textil,10.17248909090909,0.008673377295354475,1.4145625344416992
529,CURVAS CANO SL,B53332920,IBI,2512,Metal,Industria,Fabricación de carpintería metálica,1999-01-12,1999,26,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador,2.0,10.53607062,0.0,0.0,549.59455,277.05856,419.56598,27.9710653333333,0.409219383504512,0.143567162374518,78.90373,299.12291,1025.28374,1099.70098,1071.107129,15,498.480209,De 1 a 5M€,De 1 - 5M€,-0.0676704316477011,Decrece,0.50411446037811,1.86552748749055,0.544261055718256,0.486187568916288,33.2320139333333,68.3522493333333,2024-12-31,2024,455.82075,33.24257,22.768199,165.9743,137.168842975207,16.76,35.89724,29.6671404958678,32.4041,45.66116,68.42936,146.83706,0.444580102284661,0.5554198977153391,27.196942124105,12.0912193113646,0.121197379448677,De 1 - 5M€,De 1 a 5M€,,Metal,19.941527333333333,0.07695794531960488,4.623595017332817
530,MARAMAT SL,B53124673,ONIL,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1996-06-27,1996,29,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,0.0,0.0,1039.51249,815.74239,392.21439,43.5793766666667,0.382993114569612,0.134210104584698,139.51308,366.94645,1024.07687,922.40737,920.72974,9,532.51574,De 1 a 5M€,De 1 - 5M€,0.110221907702234,Crece,0.784735535019882,0.985151097126308,0.35299859648632,0.519995867107125,59.1684155555556,113.786318888889,2024-12-31,2024,409.54908,51.86643,41.49106,241.16414,199.30920661157,58.5938,73.35009,60.6199090909091,19.22599,87.64665,129.137709,226.40785,0.399920252080295,0.600079747919705,6.98963166751431,2.79529525842074,0.192644813392437,De 1 - 5M€,De 1 a 5M€,,Otros,40.77182777777778,0.13623301539854132,3.2878506352207566
531,ALBAIDA MAQUINAS SL,B46640280,ALBAIDA,2829,Maquinaria,Industria,Fabricación de otra maquinaria de uso general n.c.o.p.,1989-07-11,1989,36,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,709.79108,569.84347,504.87601,38.8366161538462,0.49612961207503,0.0712716198124102,50.58796,30.74263,1017.62926,967.35361,978.69247,13,555.46397,De 1 a 5M€,De 1 - 5M€,0.0519723599315456,Crece,0.802832672960613,1.43370251990205,0.0433122236475556,0.545841193677941,42.7279976923077,78.2791738461539,2024-12-31,2024,291.44488,45.34438,44.49268,493.53286,407.878396694215,51.29668,32.54128,26.8936198347107,0.0,5.24358,49.73626,512.28826,0.286395931657861,0.713604068342139,5.68155443978051,1.6271740770458,0.424792676322519,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Otros,2.364817692307692,0.049711581602911066,15.166362847435654
532,SOLUCIONES EMPRESARIALES PARA EL EMPAQUETADO SL,B97229447,MONTAVERNER,1621,Madera,Industria,Fabricación de chapas y tableros de madera,2002-06-13,2002,23,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,4628.12997,2752.91889,478.02289,28.1189935294118,0.469772916553201,0.00220845764191017,10.221029,3462.95178,1017.56162,999.05807,978.18248,17,488.24606,De 1 a 5M€,De 1 - 5M€,0.0185209954812735,Se mantiene,0.594823159212186,0.219864529863235,0.748239959216184,0.479819649644412,28.7203564705882,59.8565658823529,2022-12-31,2022,293.6075,-36.73993,-83.13518,153.4473,126.815950413223,900.95309,39.69959,32.8095785123967,522.10664,46.96096,-36.174219,1014.700799,0.288540265502545,0.7114597344974549,0.325885446488673,0.0940310732532573,0.97778792197452,De 1 - 5M€,De 1 a 5M€,,Madera,203.70304588235294,0.010044629041728205,3.8652112024330685
534,MEDIAVILLA Y BALAGUER S.L.,B53272449,ONIL,2893,Alimentación,Industria,"Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco",1998-03-30,1998,27,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,10.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,866.37438,705.50098,872.04407,37.9149595652174,0.873962137223321,0.139391448763755,120.76518,116.57524,997.80532,1091.41189,1043.650309,23,992.809249,Menos de 1M€,Menos de 1M€,-0.0857664927949429,Decrece,0.814314222911347,1.15170224678158,0.134555271590556,0.994992940105791,43.1656195217391,43.38284,2024-12-31,2024,,104.91098,80.80384,129.04709,106.650487603306,,0.0,0.0,0.0,15.8542,96.65804,129.04709,,1.0,,,,Menos de 1M€,Menos de 1M€,,Alimentación,5.0684886956521735,0.12103080388466961,
535,VICENTE ESPI SL,B46421475,ALBAIDA,1396,Textil,Industria,Fabricación de otros productos textiles de uso técnico e industrial,1987-11-23,1987,38,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador,59.0,387.0124647,0.0,0.0,1027.935,948.64466,182.47827,36.495654,0.185859825977005,0.132038591934315,135.72709,132.30201,981.80588,991.78067,1162.34198,5,325.85255,Menos de 1M€,Menos de 1M€,-0.0100574555460936,Se mantiene,0.922864441817819,0.955124477715031,0.128706591370077,0.331891014952976,65.17051,196.361176,2024-12-31,2024,545.69788,103.65136,83.44616,194.42484,160.681685950413,44.784,52.27009,43.1984214876033,0.0,32.07573,115.52189,186.93875,0.555810360394256,0.444189639605744,12.1851080743123,6.77260931022646,0.165274284630288,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,26.460402,0.13824228675428182,3.719619384623209
536,RENOVA 10 SL,B97750939,ONTINYENT,2512,Metal,Industria,Fabricación de carpintería metálica,2006-06-06,2006,19,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,374.19241,140.67976,236.50364,33.7862342857143,0.241047149778533,0.0408231690215202,15.27572,30.6065,981.15095,1000.91546,1206.02729,7,251.77936,Menos de 1M€,Menos de 1M€,-0.0197464329305095,Se mantiene,0.375955674782393,2.62204930880346,0.081793481594135,0.256616334112503,35.96848,140.164421428571,2024-12-31,2024,637.68716,10.96184,5.49007,243.72911,201.429016528926,34.46216,154.60605,127.773595041322,20.7471,4.31388,9.80395,123.58522,0.649937871435583,0.350062128564417,18.5039811781966,12.0264381400412,0.11019464587748,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Metal,4.372357142857143,0.015569184333970221,1.5764526032454815
537,NONES BOCAIRENT 23 SOCIEDAD LIMITADA.,B56864739,BOCAIRENT,2512,Metal,Industria,Fabricación de carpintería metálica,2023-12-20,2023,2,Menor de 10 años,NN NONES,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,379.91493,70.94221,321.5819,40.1977375,0.329816829258114,0.0181998638484673,6.9144,29.81789,975.03181,,,8,328.4993,Menos de 1M€,Menos de 1M€,,Se mantiene,0.186731829675659,2.56644773081174,0.0784857020491403,0.336911367025041,41.0624125,121.87897625,2024-12-31,2024,537.17122,1.45019,0.94221,116.93161,96.637694214876,207.38659,178.69322,147.680347107438,0.0,5.46421,6.40642,145.62498,0.550926866683457,0.44907313331654297,2.59019264456781,1.42700671777828,0.160347524566853,Menos de 1M€,Menos de 1M€,,Metal,3.72723625,0.007091460944233194,0.6543707142330302
538,EQUOTEX CONTRACT SOCIEDAD LIMITADA.,B40513277,AGULLENT,1392,Textil,Industria,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",2018-07-11,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,0.0,0.0,324.46021,94.65884,532.75404,24.2160927272727,0.548130729427398,0.252270378546571,81.8517,73.57657,971.94704,967.29597,931.666149,22,614.63127,Menos de 1M€,Menos de 1M€,0.00480832149026744,Se mantiene,0.291742522141621,2.99558161538513,0.226766080192083,0.632371152650457,27.937785,44.1794109090909,2024-12-31,2024,223.52719,55.07262,38.55496,110.13699,91.022305785124,51.41728,49.60832,40.9986115702479,31.80814,26.77908,65.33404,111.94595,0.229978775386774,0.770021224613226,4.34731650526827,0.999790526100307,0.104368828794289,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,3.3443895454545456,0.08421415635979507,2.2201314215034924
539,SALVADOR EXTREMIANA S.L.,B54325477,IBI,2512,Metal,Industria,Fabricación de carpintería metálica,2008-02-27,2008,17,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,526.64518,122.57681,401.33738,44.5930422222222,0.413233292497681,0.0915836351146326,48.23208,165.66399,971.212599,795.64208,659.57427,9,449.625459,Menos de 1M€,Menos de 1M€,0.220665200362455,Crece,0.232750274102955,1.84414979170606,0.314564713190767,0.462952662952429,49.9583843333333,107.912511,2023-12-31,2023,409.51394,25.48121,18.47161,242.98299,200.812388429752,30.7005,199.00407,164.466173553719,0.0,22.75087,41.222479,74.679419,0.421652211288911,0.578347788711089,13.3389990391036,5.62441844121869,0.0690340250374296,Menos de 1M€,Menos de 1M€,,Metal,18.407110000000003,0.049661711606358606,1.2209950781408638
540,OLEOS DELS ALFORINS SL.,B72540644,FONTANARS DELS ALFORINS,1043,Alimentación,Industria,Fabricación de aceite de oliva,2022-09-21,2022,3,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,704.56906,161.77103,57.91992,57.91992,0.0596877136979226,0.00584530351077295,4.11842,55.00433,970.38262,77.67383,,1,62.04133,Menos de 1M€,Menos de 1M€,11.4930445685503,Crece,0.229602801462784,1.37727112229424,0.0780680463033673,0.0639349146628368,62.04133,970.38262,2023-12-31,2023,872.36403,1.00287,0.87007,410.29991,339.090834710744,40.58874,284.79397,235.366917355372,0.08,3.11555,3.98562,166.09468,0.898989751073654,0.10101024892634602,21.4927595682941,19.3217705741866,0.148717273352827,Menos de 1M€,Menos de 1M€,,Alimentación,55.00433,0.004244119706101085,1.4406902997279052
541,QUESERIA ARTESANA LA VALL SL,B96493101,ONTINYENT,1053,Alimentación,Industria,Fabricación de quesos,1996-01-01,1996,29,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,342.69205,294.49391,259.91016,37.1300228571429,0.268553856167469,0.0585464705119363,20.06341,161.23932,967.813919,924.93368,802.95952,7,279.97357,Menos de 1M€,Menos de 1M€,0.0463603390461467,Se mantiene,0.859354367864676,2.82415048437803,0.470507909360605,0.289284504493678,39.9962242857143,138.259131285714,2024-12-31,2024,576.44292,19.81978,19.81978,32.02675,26.4683884297521,26.402,13.81982,11.4213388429752,0.0,0.24363,20.06341,44.60893,0.595613380509771,0.404386619490229,21.8333050526475,13.0042086301085,0.0428274989365769,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Alimentación,23.03418857142857,0.020730648326209907,2.317450589081483
544,HILADE SL,B53843967,COCENTAINA,1310,Textil,Industria,Preparación e hilado de fibras textiles,2004-01-12,2004,21,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,804.3096,497.8564,434.21482,24.1230455555556,0.449895299819702,0.0848500863349138,68.245739,260.17492,965.14638,778.52186,915.970779,18,502.46056,Menos de 1M€,Menos de 1M€,0.239716480151245,Crece,0.618986022297881,1.19996874337942,0.323476084333694,0.520605547937713,27.9144755555556,53.6192433333333,2024-12-31,2024,207.19578,21.93668,14.44058,198.94798,164.419818181818,316.10994,70.42704,58.2041652892562,55.18002,46.30906,60.74964,444.63088,0.214678088519588,0.785321911480412,0.655454807906389,0.140711785272317,0.437576725814961,Menos de 1M€,Menos de 1M€,El comtat,Textil,14.454162222222221,0.0707102470818986,2.8248806140368776
545,INDICE IMPORT EXPORT SL,B96779665,ONTINYENT,1419,Textil,Industria,Confección de otras prendas de vestir y accesorios,1998-07-08,1998,27,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,837.52378,289.74821,183.83188,61.2772933333333,0.191371649521042,0.0595279336426722,49.85606,397.48181,960.601429,930.38265,839.25459,3,233.70017,Menos de 1M€,Menos de 1M€,0.0324799468261796,Se mantiene,0.345958188793159,1.14695421424333,0.474591670698592,0.24328526165455,77.9000566666667,320.200476333333,2024-12-31,2024,676.60667,27.43378,9.29643,176.98615,146.269545454545,242.32515,236.8398,195.735371900826,142.53457,22.42228,31.71871,182.4715,0.704357342778844,0.295642657221156,2.79214381998732,1.96666700170264,0.200769349005121,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,132.49393666666666,0.05190088052638114,0.7472821291016115
